timestamp_utc,run_id,run_name,config_path,dataset,split,retriever_type,base_retriever_type,dense_model,reranker_model,index_backend,top_k,bm25_top_k,dense_top_k,rrf_k,bm25_weight,dense_weight,rerank_top_k,bm25_analyzer,bm25_k1,bm25_b,bm25_epsilon,max_seq_length,normalize_embeddings,device,python_version,torch_num_threads,torch_num_interop_threads,omp_num_threads,mkl_num_threads,realized_depth_mean,realized_depth_p50,realized_depth_p95,bm25_realized_depth_mean,dense_realized_depth_mean,num_corpus_docs,num_queries,load_seconds,model_load_seconds,index_seconds,search_seconds,throughput_ms_per_query,query_latency_p50_ms,query_latency_p95_ms,total_seconds,run_artifact_path,per_query_metrics_path,metadata_path,ndcg@1,recall@1,mrr@1,map@1,ndcg@5,recall@5,mrr@5,map@5,ndcg@10,recall@10,mrr@10,map@10,ndcg@100,recall@100,mrr@100,map@100
2026-08-31T04:25:44+00:00,20260831T042543Z_nfcorpus-dense-e5-512,nfcorpus_dense_e5_512,<generated:nfcorpus_dense_e5_512>,nfcorpus,test,dense,dense,intfloat/e5-base-v2,,numpy,1000,,,,,,,,,,,512,True,mps:0,3.13.9,6,12,,,1000.0,1000.0,1000.0,,,3633,323,0.038,0.0,90.204,4.434,13.729,9.462,14.821,94.887,results/track_a_artifacts/20260831T042543Z_nfcorpus-dense-e5-512.run.jsonl,results/track_a_artifacts/20260831T042543Z_nfcorpus-dense-e5-512.per_query.csv,results/track_a_artifacts/20260831T042543Z_nfcorpus-dense-e5-512.metadata.json,0.456656,0.064197,0.473684,0.064197,0.383574,0.131662,0.550826,0.112231,0.355103,0.168421,0.556767,0.131251,0.322157,0.318583,0.563298,0.165359
2026-08-31T04:37:39+00:00,20260831T043738Z_fiqa-dense-e5-512,fiqa_dense_e5_512,<generated:fiqa_dense_e5_512>,fiqa,test,dense,dense,intfloat/e5-base-v2,,numpy,1000,,,,,,,,,,,512,True,mps:0,3.13.9,6,12,,,1000.0,1000.0,1000.0,,,57638,648,0.234,0.0,704.735,8.204,12.66,11.215,16.399,713.655,results/track_a_artifacts/20260831T043738Z_fiqa-dense-e5-512.run.jsonl,results/track_a_artifacts/20260831T043738Z_fiqa-dense-e5-512.per_query.csv,results/track_a_artifacts/20260831T043738Z_fiqa-dense-e5-512.metadata.json,0.387346,0.197996,0.387346,0.197996,0.371672,0.389638,0.466847,0.300741,0.398666,0.470509,0.477682,0.31963,0.469671,0.732044,0.486217,0.338614
2026-08-31T04:38:05+00:00,20260831T043804Z_scifact-hybrid-stem-minilm-512,scifact_hybrid_stem_minilm_512,<generated:scifact_hybrid_stem_minilm_512>,scifact,test,hybrid,hybrid,sentence-transformers/all-MiniLM-L6-v2,,numpy,1000,1000,1000,60,1.0,1.0,,word-lower-stop-porter-v1,1.2,0.9,0.25,512,True,mps:0,3.13.9,6,12,,,1000.0,1000.0,1000.0,954.383,1000.0,5183,300,0.034,0.0,2.326,3.912,13.042,10.447,25.452,6.472,results/track_a_artifacts/20260831T043804Z_scifact-hybrid-stem-minilm-512.run.jsonl,results/track_a_artifacts/20260831T043804Z_scifact-hybrid-stem-minilm-512.per_query.csv,results/track_a_artifacts/20260831T043804Z_scifact-hybrid-stem-minilm-512.metadata.json,0.583333,0.5555,0.583333,0.5555,0.700295,0.800833,0.677944,0.659352,0.722586,0.863889,0.685616,0.670543,0.743626,0.955,0.689209,0.67603
2026-08-31T04:38:10+00:00,20260831T043810Z_nfcorpus-hybrid-stem-minilm-512,nfcorpus_hybrid_stem_minilm_512,<generated:nfcorpus_hybrid_stem_minilm_512>,nfcorpus,test,hybrid,hybrid,sentence-transformers/all-MiniLM-L6-v2,,numpy,1000,1000,1000,60,1.0,1.0,,word-lower-stop-porter-v1,1.2,0.9,0.25,512,True,mps:0,3.13.9,6,12,,,1000.0,1000.0,1000.0,367.025,1000.0,3633,323,0.023,0.0,2.246,2.457,7.607,6.965,10.785,4.943,results/track_a_artifacts/20260831T043810Z_nfcorpus-hybrid-stem-minilm-512.run.jsonl,results/track_a_artifacts/20260831T043810Z_nfcorpus-hybrid-stem-minilm-512.per_query.csv,results/track_a_artifacts/20260831T043810Z_nfcorpus-hybrid-stem-minilm-512.metadata.json,0.462848,0.059494,0.479876,0.059494,0.388676,0.132752,0.557534,0.114287,0.350718,0.168849,0.565786,0.132194,0.324109,0.323122,0.570231,0.168114
2026-08-31T04:38:51+00:00,20260831T043850Z_fiqa-hybrid-stem-minilm-512,fiqa_hybrid_stem_minilm_512,<generated:fiqa_hybrid_stem_minilm_512>,fiqa,test,hybrid,hybrid,sentence-transformers/all-MiniLM-L6-v2,,numpy,1000,1000,1000,60,1.0,1.0,,word-lower-stop-porter-v1,1.2,0.9,0.25,512,True,mps:0,3.13.9,6,12,,,1000.0,1000.0,1000.0,995.708,1000.0,57638,648,0.144,0.0,2.398,36.365,56.119,54.435,87.074,39.369,results/track_a_artifacts/20260831T043850Z_fiqa-hybrid-stem-minilm-512.run.jsonl,results/track_a_artifacts/20260831T043850Z_fiqa-hybrid-stem-minilm-512.per_query.csv,results/track_a_artifacts/20260831T043850Z_fiqa-hybrid-stem-minilm-512.metadata.json,0.324074,0.164116,0.324074,0.164116,0.324837,0.346855,0.410108,0.257825,0.351308,0.427475,0.420915,0.274999,0.427766,0.710504,0.431422,0.295121
2026-08-31T04:39:00+00:00,20260831T043859Z_scifact-hybrid-stem-bge-512,scifact_hybrid_stem_bge_512,<generated:scifact_hybrid_stem_bge_512>,scifact,test,hybrid,hybrid,BAAI/bge-base-en-v1.5,,numpy,1000,1000,1000,60,1.0,1.0,,word-lower-stop-porter-v1,1.2,0.9,0.25,512,True,mps:0,3.13.9,6,12,,,1000.0,1000.0,1000.0,954.383,1000.0,5183,300,0.02,0.0,3.086,4.741,15.805,13.471,31.048,8.049,results/track_a_artifacts/20260831T043859Z_scifact-hybrid-stem-bge-512.run.jsonl,results/track_a_artifacts/20260831T043859Z_scifact-hybrid-stem-bge-512.per_query.csv,results/track_a_artifacts/20260831T043859Z_scifact-hybrid-stem-bge-512.metadata.json,0.596667,0.569111,0.596667,0.569111,0.716501,0.817222,0.692056,0.676435,0.735986,0.871889,0.698238,0.686595,0.759748,0.973333,0.702707,0.692771
2026-08-31T04:39:07+00:00,20260831T043906Z_nfcorpus-hybrid-stem-bge-512,nfcorpus_hybrid_stem_bge_512,<generated:nfcorpus_hybrid_stem_bge_512>,nfcorpus,test,hybrid,hybrid,BAAI/bge-base-en-v1.5,,numpy,1000,1000,1000,60,1.0,1.0,,word-lower-stop-porter-v1,1.2,0.9,0.25,512,True,mps:0,3.13.9,6,12,,,1000.0,1000.0,1000.0,367.025,1000.0,3633,323,0.02,0.0,2.409,4.045,12.524,13.323,15.782,6.691,results/track_a_artifacts/20260831T043906Z_nfcorpus-hybrid-stem-bge-512.run.jsonl,results/track_a_artifacts/20260831T043906Z_nfcorpus-hybrid-stem-bge-512.per_query.csv,results/track_a_artifacts/20260831T043906Z_nfcorpus-hybrid-stem-bge-512.metadata.json,0.478328,0.06693,0.495356,0.06693,0.406842,0.144195,0.574819,0.126557,0.375198,0.178527,0.581419,0.146369,0.345161,0.338483,0.587014,0.185206
2026-08-31T04:39:50+00:00,20260831T043949Z_fiqa-hybrid-stem-bge-512,fiqa_hybrid_stem_bge_512,<generated:fiqa_hybrid_stem_bge_512>,fiqa,test,hybrid,hybrid,BAAI/bge-base-en-v1.5,,numpy,1000,1000,1000,60,1.0,1.0,,word-lower-stop-porter-v1,1.2,0.9,0.25,512,True,mps:0,3.13.9,6,12,,,1000.0,1000.0,1000.0,995.708,1000.0,57638,648,0.143,0.0,2.823,38.299,59.104,57.519,90.416,41.727,results/track_a_artifacts/20260831T043949Z_fiqa-hybrid-stem-bge-512.run.jsonl,results/track_a_artifacts/20260831T043949Z_fiqa-hybrid-stem-bge-512.per_query.csv,results/track_a_artifacts/20260831T043949Z_fiqa-hybrid-stem-bge-512.metadata.json,0.339506,0.171219,0.339506,0.171219,0.33542,0.360839,0.4241,0.264679,0.363923,0.447376,0.435633,0.283049,0.438085,0.721642,0.444999,0.303468
2026-08-31T04:39:58+00:00,20260831T043957Z_scifact-hybrid-stem-e5-512,scifact_hybrid_stem_e5_512,<generated:scifact_hybrid_stem_e5_512>,scifact,test,hybrid,hybrid,intfloat/e5-base-v2,,numpy,1000,1000,1000,60,1.0,1.0,,word-lower-stop-porter-v1,1.2,0.9,0.25,512,True,mps:0,3.13.9,6,12,,,1000.0,1000.0,1000.0,954.383,1000.0,5183,300,0.019,0.0,3.215,3.871,12.903,12.278,16.871,7.306,results/track_a_artifacts/20260831T043957Z_scifact-hybrid-stem-e5-512.run.jsonl,results/track_a_artifacts/20260831T043957Z_scifact-hybrid-stem-e5-512.per_query.csv,results/track_a_artifacts/20260831T043957Z_scifact-hybrid-stem-e5-512.metadata.json,0.633333,0.599944,0.633333,0.599944,0.718802,0.799167,0.704167,0.684965,0.745903,0.876222,0.714242,0.698128,0.766083,0.963333,0.717571,0.703371
2026-08-31T04:40:05+00:00,20260831T044004Z_nfcorpus-hybrid-stem-e5-512,nfcorpus_hybrid_stem_e5_512,<generated:nfcorpus_hybrid_stem_e5_512>,nfcorpus,test,hybrid,hybrid,intfloat/e5-base-v2,,numpy,1000,1000,1000,60,1.0,1.0,,word-lower-stop-porter-v1,1.2,0.9,0.25,512,True,mps:0,3.13.9,6,12,,,1000.0,1000.0,1000.0,367.025,1000.0,3633,323,0.021,0.0,2.585,3.569,11.051,9.983,16.008,6.392,results/track_a_artifacts/20260831T044004Z_nfcorpus-hybrid-stem-e5-512.run.jsonl,results/track_a_artifacts/20260831T044004Z_nfcorpus-hybrid-stem-e5-512.per_query.csv,results/track_a_artifacts/20260831T044004Z_nfcorpus-hybrid-stem-e5-512.metadata.json,0.495356,0.066774,0.510836,0.066774,0.405495,0.140946,0.577348,0.123186,0.370993,0.176021,0.585992,0.142094,0.335986,0.328549,0.591594,0.17685
2026-08-31T04:40:49+00:00,20260831T044048Z_fiqa-hybrid-stem-e5-512,fiqa_hybrid_stem_e5_512,<generated:fiqa_hybrid_stem_e5_512>,fiqa,test,hybrid,hybrid,intfloat/e5-base-v2,,numpy,1000,1000,1000,60,1.0,1.0,,word-lower-stop-porter-v1,1.2,0.9,0.25,512,True,mps:0,3.13.9,6,12,,,1000.0,1000.0,1000.0,995.708,1000.0,57638,648,0.141,0.0,3.516,38.955,60.115,57.671,90.003,43.076,results/track_a_artifacts/20260831T044048Z_fiqa-hybrid-stem-e5-512.run.jsonl,results/track_a_artifacts/20260831T044048Z_fiqa-hybrid-stem-e5-512.per_query.csv,results/track_a_artifacts/20260831T044048Z_fiqa-hybrid-stem-e5-512.metadata.json,0.350309,0.176577,0.350309,0.176577,0.345643,0.369637,0.43552,0.273027,0.376211,0.462534,0.448301,0.293066,0.449381,0.733324,0.45651,0.312963
